"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"CHEA_gene_set_library_crisp","6775","STAT4","0.00002635620193227105","4.579117173694881","1562","261","43","21585","RGS1,FOS,AXL,CTSD,MAF,GALNS,CEBPD,CTTNBP2NL,ELMO2,VPS37B,JUNB,SRGAP2,NFXL1,ZFP36,CYTIP,IRF8,TBXAS1,NFE2L1,CAPZA1,QRICH1,CHD2,SLA,LCP1,BEST1,VIM,VWA5A,RPS6KA3,HP1BP3,INPP5B,PPP1R18,RASSF5,ZFP36L1,IER3,IQSEC2,MAGIX,PIK3CA,SLFN13,GLG1,SH3BP5,TRAPPC4,AMZ2,TRIM27,LRRC8C"
"CHEA_gene_set_library_crisp","1051","CEBPB","0.00002950902961206884","4.530045071796314","1742","166","34","21585","RGS1,THBD,HMOX1,SIGLEC1,GCNT1,MAN1C1,COTL1,GLTP,NCKAP1L,ITGB2,PLD1,CYTIP,SLC12A6,ARHGEF2,ADRB2,NINJ1,DUSP1,TBXAS1,GRN,TMEM134,MED9,CHD2,LCP1,CNPY3,BEST1,VIM,PCK1,SLAMF9,FMNL1,KIF1B,FBXO34,RCN2,GSN,CLEC10A"
"CHEA_gene_set_library_crisp","4005","LMO2","0.000038555186526819536","4.413917191453051","1576","136","28","21585","RGS1,SIGLEC5,ARL11,GCNT1,ZFAT,CTSD,CSF1R,LAPTM5,COTL1,EGR1,IER2,DOK2,NCKAP1L,ITGB2,ARRB2,CYTIP,NCOA4,ADRB2,SLC15A3,NINJ1,PTAFR,CDC42EP2,PPP2CB,TMSB4X,KEAP1,DUSP6,EIF5B,FMNL1"
"CHEA_gene_set_library_crisp","6908","TBP","0.0000685190443269756","4.164188703009729","822","188","23","21585","JUNB,SRGAP2,IER2,CD74,ZFP36,SLC12A6,FKBP5,NFE2L1,GRN,TMEM134,CHD2,STAG2,VIM,HES1,GIT2,GSN,SARS,PPP1R9B,ICK,WRAP53,PPP1R18,ZFP36L1,RPL13A"
"CHEA_gene_set_library_crisp","1761","DMRT1","0.00007025824817940811","4.153302683116456","1977","146","33","21585","AXL,ZFAT,SDC3,ST3GAL5,EPB41L3,ID1,TMSB10,TTC28,WFS1,MAFB,CTTNBP2NL,VPS37B,JUNB,EGR1,ACTN1,NFKBIA,ARHGEF2,NINJ1,DMPK,SLC43A2,NFE2L1,AP1B1,ATIC,QRICH1,LCP1,STAG2,MARCKS,DUSP6,TNS3,USP4,HES1,HP1BP3,DCAF5"
"CHEA_gene_set_library_crisp","80312","TET1","0.00007901641917124843","4.102282655360778","3362","261","71","21585","ACP5,PLVAP,FAM167A,HTRA4,AXL,SDC3,LRRC25,ACER3,ST3GAL5,SDF2L1,MAFB,CTTNBP2NL,ELMO2,MAN1C1,COTL1,GLTP,ZFP36,HID1,SLC12A6,GNPDA1,SLC9A1,RABL6,NINJ1,DUSP1,SLC43A2,NFE2L1,AP1B1,TMEM134,HPS3,ATIC,PPP2CB,CNPY3,TCTA,BEST1,UMPS,FMNL1,USP4,HP1BP3,GIT2,IFT122,LAYN,FAM110A,EIF4E,PPP1R9B,WRAP53,PI4KA,GTF2H5,RNASEH2C,TCF7L1,SLC44A2,TXNIP,MAP3K11,SEMA4C,EMC3,CHERP,EEF2K,LATS2,MLX,SH3BP5,CTSA,ZFP36L2,AMZ2,CTBP1,SNRNP48,BAMBI,SOCS2,LMO2,SF1,SLC22A17,CD14,LRRC8C"
"CHEA_gene_set_library_crisp","2908","NR3C1","0.0002392890558666418","3.6210771638412895","1830","251","44","21585","FAM167A,CD163,ZFAT,RHOB,CTSD,SYK,ST3GAL5,EPB41L3,ID1,MAFB,ELMO2,CXCL2,SRGAP2,COTL1,TBC1D2B,NFKBIA,ZFP36,IRF8,DUSP1,ATIC,CHD2,SLA,SLAMF9,DUSP6,WIPF1,TNS3,DCAF5,CNDP1,MSN,MAP2K5,GSN,PUM2,SARS,ZFP36L1,PRKX,LIMK1,GULP1,ID2,PPA2,EEF2K,SH3BP5,ZFP36L2,EEPD1,BAMBI"
"CHEA_gene_set_library_crisp","7022","TFAP2C","0.00028581003778514893","3.543922522647398","3510","259","71","21585","THBD,ACP5,PLVAP,ZFAT,ACER3,CSF1R,STX3,ID1,GALNS,WFS1,SDF2L1,SLC7A8,CTTNBP2NL,VPS37B,JUNB,MAN1C1,CCDC88B,NUAK2,ITGB2,ACTN1,ARRB2,PLD1,NFKBIA,ZFP36,RNPEP,HID1,SLC15A3,RABL6,TBXAS1,GRN,KEAP1,LCP1,MARCKS,DUSP6,HNRNPA1,TNS3,HES1,KIF1B,DCAF5,CNDP1,FBXO34,GIT2,RCN2,FAM110A,ARHGDIA,LONP2,PPP1R9B,PCED1B,NCOA1,ZFP36L1,LGALS1,SLC20A1,ID2,TCF7L1,SLC44A2,ACTL6A,CASP2,PPM1D,ELMSAN1,ILK,SH3BP5,TLE4,ZFP36L2,INTS6,EEPD1,ACTB,GCLC,SNRNP48,BAMBI,SLC22A17,CD14"
"CHEA_gene_set_library_crisp","4066","LYL1","0.0002983236813729015","3.5253122703343593","689","22","7","21585","RGS1,SIGLEC5,ARL11,AXL,ZFAT,LRRC25,CTSD"
"CHEA_gene_set_library_crisp","467","ATF3","0.00047693651705190017","3.3215394241650316","2114","253","48","21585","RGS1,AXL,LRRC25,CSF1R,PLA2G2D,ID1,THEMIS2,CTTNBP2NL,VPS37B,EGR1,NUAK2,ACTN1,SLC9A1,NINJ1,DUSP1,TBXAS1,RSRC2,NFE2L1,TMSB4X,CHD2,PRMT5,VIM,DUSP6,HNRNPA1,HES1,KIF1B,LAYN,INPP5B,FAM110A,GSN,EIF4E,PRTFDC1,USP36,PXN,RSRP1,RASSF5,ZFP36L1,IQSEC2,LIMK1,PGAP2,DAGLB,PPM1D,ELMSAN1,ILK,SH3BP5,EEPD1,SOCS2,AP2B1"
"CHEA_gene_set_library_crisp","79923","NANOG","0.0006433577729098967","3.1915474476212573","6491","259","111","21585","SIGLEC5,GPNMB,ACP5,MPPED1,RHOB,CTSD,SYK,STX3,EPB41L3,KCNA2,ID1,TRADD,TMSB10,SLC7A8,MAFB,SRGAP2,MAN1C1,COTL1,NUAK2,IER2,NCKAP1L,ACTN1,ARRB2,PLD1,NFKBIA,NCOA4,SLC12A6,FKBP5,ARHGEF2,ADRB2,MFAP3,SLC15A3,NINJ1,DUSP1,ETV5,TBXAS1,XDH,RSRC2,NFE2L1,GRN,HPS3,NCF1,QRICH1,PPP2CB,TMSB4X,CHD2,CNPY3,ST14,TCTA,VIM,MARCKS,DUSP6,HNRNPA1,UMPS,EIF5B,VWA5A,FMNL1,DHX32,TNS3,USP4,RPS6KA3,XRCC1,HES1,KIF1B,STX2,KLHL8,FBXO34,RPP30,GIT2,TUBGCP2,GSN,SARS,GJA4,PPP1R9B,WRAP53,ZFP36L1,IER3,RPL13A,GTF2H5,IQSEC2,GGPS1,CAPN7,MALT1,PPP4R1,SLC20A1,ID2,ABHD12,SLFN13,LRCH4,ACTL6A,PPM1D,MAP3K11,PPA2,GLG1,SIRPA,RAVER1,EEF2K,LATS2,MLX,TLE4,CD200R1,ZFP36L2,GCLC,AMZ2,SNRNP48,BAMBI,SOCS2,AP2B1,AMDHD2,SF1,CD14"
"CHEA_gene_set_library_crisp","7004","TEAD4","0.0007904761907218924","3.1021112065588734","2065","256","47","21585","HMOX1,GCNT1,ZFAT,SDC3,EPB41L3,TTC28,SLC7A8,CTTNBP2NL,JUNB,MAN1C1,COTL1,ACTN1,NFXL1,PLD1,FKBP5,PLD3,ETV5,DMPK,TBXAS1,ATIC,CHD2,ST14,TNS3,KIF1B,HP1BP3,FBXO34,EIF4E,LONP2,PI4KA,CAPN7,MAPT,GULP1,PPP4R1,ID2,SLC44A2,ACTL6A,PPM1D,PPA2,ELMSAN1,GLG1,DPY19L1,GCLC,SNRNP48,SOCS2,AP2B1,TRIM27,LMO2"
"CHEA_gene_set_library_crisp","7942","TFEB","0.0008038705831468925","3.0948138636261895","799","255","25","21585","HMOX1,GPNMB,TPP1,SLC12A6,GNPDA1,FKBP5,DUSP1,GRN,HPS3,GIT2,MAP2K5,RCN2,EIF4E,ARHGDIA,LGALS1,PGAP2,TXNIP,LATS2,MLX,INTS6,EEPD1,SNRNP48,SOCS2,AMDHD2,TRIM27"
"CHEA_gene_set_library_crisp","8328","GFI1B","0.000927243033345118","3.0328064209717316","1768","256","42","21585","SLC48A1,LAPTM5,ID1,CEBPD,SLC7A8,CTTNBP2NL,EGR1,IER2,ACTN1,ARRB2,SLC9A1,ARHGEF2,SLC15A3,PTAFR,ATIC,PPP2CB,VIM,DUSP6,EIF5B,FMNL1,USP4,HES1,FBXO34,RCN2,RFX7,PPP1R18,GTF2H5,MALT1,PPP4R1,LGALS1,PTPN7,PPA2,SIRPA,ILK,DEF8,RAVER1,EEF2K,CTSA,ZFP36L2,GCLC,BAMBI,LMO2"
"CHEA_gene_set_library_crisp","3394","IRF8","0.001233135561386422","2.9089891778033667","972","257","28","21585","HMOX1,CTSD,CYBB,COTL1,CD74,EPSTI1,CYTIP,SLC12A6,SLC15A3,DMPK,LIPA,XDH,GRN,NCF1,SLA,MARCKS,WIPF1,PPP1R9B,WRAP53,PI4KA,GGPS1,TM6SF1,SLFN13,ACTB,AMZ2,AP2B1,LMO2,SF1"
"CHEA_gene_set_library_crisp","571","BACH1","0.0013192479310622028","2.8796735782415896","1307","143","23","21585","THBD,HMOX1,MAF,TPP1,VCAM1,THEMIS2,CEBPD,JUNB,EGR1,NCKAP1L,PLD1,CYTIP,SLC12A6,CLEC4A,NINJ1,DUSP1,NFE2L1,DUSP6,HNRNPA1,VWA5A,RPS6KA3,HES1,KIF1B"
"CHEA_gene_set_library_crisp","7543","ZFX","0.001624933163948782","2.789164497531372","3167","257","63","21585","SLC48A1,RHOB,ACER3,ST3GAL5,STX3,EPB41L3,VPS37B,JUNB,MAN1C1,IER2,GLTP,NFXL1,NFKBIA,RNPEP,RABL6,ETV5,TMEM134,ATIC,PPP2CB,KEAP1,CNPY3,ST14,TCTA,HNRNPA1,EIF5B,DHX32,TNS3,USP4,XRCC1,KIF1B,HP1BP3,KLHL8,FBXO34,GIT2,MAP2K5,RCN2,IFT122,EIF4E,COLGALT1,ARHGDIA,LONP2,PXN,RFX7,GTF2H5,SNX27,CAPN7,MALT1,RNASEH2C,CASP2,PPA2,EMC3,GLG1,DEF8,RAVER1,LATS2,CTSA,TRAPPC4,INTS6,ACTB,AMZ2,CTBP1,TRIM27,SF1"
"CHEA_gene_set_library_crisp","2033","EP300","0.0016632793288114533","2.7790348098457343","2217","260","49","21585","FOS,GCNT1,ZFAT,MAF,ST3GAL5,EPB41L3,VCAM1,ID1,TTC28,CTTNBP2NL,EGR1,NUAK2,IER2,ACTN1,NCOA4,IRF8,GNPDA1,DUSP1,TBXAS1,SLC43A2,NFE2L1,CHD2,SLA,VIM,DUSP6,WIPF1,TNS3,HES1,DCAF5,FBXO34,IFT122,EIF4E,PUM2,SARS,PPP1R9B,NCOA1,ZFP36L1,GULP1,ID2,ABHD12,EEF2K,SH3BP5,ZFP36L2,EEPD1,ACTB,GCLC,BAMBI,TRIM27,BTG2"
"CHEA_gene_set_library_crisp","4088","SMAD3","0.0018159958990135539","2.740885136562618","2836","71","23","21585","THBD,GPNMB,ARL11,FAM167A,GCNT1,MAF,SYK,ST3GAL5,LAPTM5,VCAM1,ID1,SLC7A8,VPS37B,JUNB,CCDC88B,COTL1,NUAK2,PABPC1,EPSTI1,ACTN1,ARRB2,PLD1,NFKBIA"
"CHEA_gene_set_library_crisp","22803","XRN2","0.0022702567277754957","2.6439250286430522","1524","257","37","21585","AXL,RHOB,TPP1,ID1,TMSB10,MAFB,IER2,PABPC1,ACTN1,NFXL1,SLC9A1,MFAP3,DUSP1,QRICH1,ARRDC4,PRMT5,HNRNPA1,HES1,KLHL8,INPP5B,SARS,ARHGDIA,PPP1R9B,RSRP1,RPL13A,CAPN7,ID2,LRCH4,EMC3,ILK,RAVER1,TLE4,ZFP36L2,INTS6,ACTB,AP2B1,SF1"
"CHEA_gene_set_library_crisp","10062","NR1H3","0.0023096163882393482","2.6364601475129152","597","120","13","21585","THBD,ACP5,LRRC25,MAFB,CD74,EPSTI1,PLD1,IRF8,FKBP5,DUSP1,AP1B1,ATIC,CNPY3"
"CHEA_gene_set_library_crisp","6778","STAT6","0.002533001964498929","2.59636447338722","447","259","17","21585","MAN1C1,TBC1D2B,ITGB2,ACTN1,GNPDA1,SLA,STAG2,HES1,PRTFDC1,PCED1B,RASSF5,MAGIX,PPP4R1,GLG1,MEGF8,TLE4,CD14"
"CHEA_gene_set_library_crisp","6662","SOX9","0.0029904428580033275","2.5242644917607984","3063","254","60","21585","THBD,HMOX1,GPNMB,FOS,FAM167A,CD163,MPPED1,RHOB,CTSD,MAF,LAPTM5,ID1,SDF2L1,CTTNBP2NL,ELMO2,CXCL2,SRGAP2,TBC1D2B,NCKAP1L,ACTN1,PLD1,NFKBIA,SLC12A6,FKBP5,RABL6,ETV5,DMPK,SLC43A2,XDH,ATIC,NCF1,KEAP1,ARRDC4,DUSP6,EIF5B,TNS3,RPS6KA3,HES1,DCAF5,GIT2,INPP5B,GSN,PXN,PPP1R9B,IER3,RPL13A,ID2,ABHD12,LRCH4,TXNIP,ELMSAN1,SIRPA,EEF2K,LATS2,MLX,TLE4,ZFP36L2,ACTB,BAMBI,AMDHD2"
"CHEA_gene_set_library_crisp","1874","E2F4","0.0030099743483044056","2.521437205548123","3519","261","68","21585","FOS,SLC48A1,CTSD,ACER3,ID1,GALNS,TRADD,SLC7A8,VPS37B,JUNB,COTL1,TBC1D2B,GLTP,ARRB2,NFKBIA,RNPEP,NCOA4,SLC12A6,IRF8,SLC9A1,SLC15A3,SLC43A2,CDC42EP2,RSRC2,NFE2L1,CAPZA1,TMEM134,MED9,SLA,STAG2,VIM,HNRNPA1,UMPS,KIF1B,HP1BP3,DCAF5,FBXO34,RPP30,MAP2K5,RCN2,TUBGCP2,RSRP1,WRAP53,RASSF5,ZFP36L1,SNX27,RNASEH2C,SLC20A1,TM6SF1,PTPN7,PPM1D,MAP3K11,EMC3,ELMSAN1,GLG1,ILK,RAVER1,EEF2K,LATS2,TLE4,TRAPPC4,INTS6,ZDHHC7,BAMBI,SOCS2,AMDHD2,SF1,LRRC8C"
"CHEA_gene_set_library_crisp","1390","CREM","0.003210539816506028","2.4934219396762733","5601","261","97","21585","FOS,FAM167A,ZFAT,RHOB,ACER3,ST3GAL5,EPB41L3,ID1,TMSB10,CEBPD,SDF2L1,CTTNBP2NL,ELMO2,VPS37B,JUNB,MAN1C1,COTL1,EGR1,PABPC1,ARRB2,ZFP36,SLC12A6,FKBP5,MRGBP,PLD3,DUSP1,ETV5,SLC43A2,RSRC2,NFE2L1,QRICH1,PPP2CB,KEAP1,MED9,CHD2,CNPY3,PRMT5,MARCKS,UMPS,EIF5B,DHX32,XRCC1,KIF1B,STX2,HP1BP3,DCAF5,CNDP1,FBXO34,PREB,IFT122,INPP5B,FAM110A,EIF4E,COLGALT1,ARHGDIA,USP36,PXN,PPP1R9B,RFX7,PPP1R18,RPL13A,GTF2H5,SNX27,PRKX,GGPS1,LIMK1,CAPN7,MALT1,PPP4R1,SLC20A1,ID2,ABHD12,LRCH4,ACTL6A,CASP2,PPM1D,PPA2,SEMA4C,GLG1,CHERP,RAVER1,LATS2,SH3BP5,TLE4,ZFP36L2,INTS6,ZDHHC7,ACTB,GCLC,AMZ2,CTBP1,BAMBI,AP2B1,TRIM27,SF1,BTG2,LRRC8C"
"CHEA_gene_set_library_crisp","23528","ZNF281","0.0036499298210897688","2.437715485846667","2086","261","46","21585","ZFAT,RHOB,CTSD,TPP1,GALNS,TRADD,WFS1,JUNB,COTL1,EGR1,IER2,GLTP,ZFP36,FKBP5,ARHGEF2,DUSP1,ETV5,DMPK,NCF1,BEST1,VIM,DUSP6,HES1,DCAF5,MSN,ARHGDIA,LONP2,PPP1R9B,RFX7,RASSF5,ZFP36L1,LIMK1,SLC20A1,ID2,PTPN7,LRCH4,TXNIP,DEF8,LATS2,ZFP36L2,INTS6,ACTB,SOCS2,TRIM27,SF1,LRRC8C"
"CHEA_gene_set_library_crisp","8626","TP63","0.003918760436673234","2.4068512851850654","6607","261","110","21585","HMOX1,GPNMB,FOS,MPPED1,ZFAT,RHOB,MAF,SYK,ACER3,ST3GAL5,STX3,EPB41L3,LAPTM5,VCAM1,ID1,GALNS,TMSB10,CEBPD,SLC7A8,CTTNBP2NL,ELMO2,CXCL2,VPS37B,SRGAP2,CCDC88B,EGR1,TBC1D2B,NUAK2,GLTP,CD74,PABPC1,ITGB2,EPSTI1,PLD1,RNPEP,HID1,SLC12A6,SLC9A1,ADRB2,SLAMF6,PLD3,PTAFR,ETV5,DMPK,TBXAS1,SLC43A2,XDH,NFE2L1,AP1B1,GRN,RHBDF2,NCF1,KEAP1,VIM,SLAMF9,DUSP6,HNRNPA1,UMPS,DHX32,USP4,RPS6KA3,XRCC1,HES1,HP1BP3,MAP2K5,TUBGCP2,FAM110A,CLEC10A,COLGALT1,PUM2,SARS,PXN,PPP1R9B,RFX7,PPP1R18,MAP3K4,RASSF5,IER3,IQSEC2,SNX27,CAPN7,MALT1,MAPT,MAGIX,PPP4R1,SLC20A1,ID2,TCF7L1,DAGLB,ACTL6A,CASP2,TXNIP,MAP3K11,SEMA4C,EMC3,ELMSAN1,SIRPA,MLX,SH3BP5,TLE4,ZDHHC7,CTBP1,SOCS2,AP2B1,AMDHD2,LMO2,SF1,SLC22A17,BTG2,LRRC8C"
"CHEA_gene_set_library_crisp","171023","ASXL1","0.003992533239805513","2.3987514594589796","706","260","22","21585","JUNB,SRGAP2,CCDC88B,NUAK2,IER2,SLC15A3,LIPA,CAPZA1,BEST1,DUSP6,EIF5B,RASSF5,IER3,MALT1,MAP3K11,SEMA4C,LATS2,TLE4,TRAPPC4,INTS6,SF1,BTG2"
"CHEA_gene_set_library_crisp","2626","GATA4","0.004015177203922932","2.3962952830160233","1771","254","40","21585","GPNMB,FOS,SLC48A1,ZFAT,ST3GAL5,TPP1,VPS37B,NUAK2,ITGB2,NFXL1,SLC12A6,IRF8,FKBP5,NINJ1,ETV5,AP1B1,CAPZA1,HPS3,MED9,CHD2,HNRNPA1,USP4,HES1,KIF1B,DCAF5,FBXO34,GIT2,INPP5B,COLGALT1,WRAP53,RPL13A,ID2,SLC44A2,MAP3K11,EMC3,ELMSAN1,DEF8,CTSA,CTBP1,AMDHD2"
"CHEA_gene_set_library_crisp","6932","TCF7","0.004377014232226644","2.3588220412398795","1468","244","34","21585","SDC3,LRRC25,SYK,ID1,TTC28,SLC7A8,MAN1C1,DOK2,RNPEP,RABL6,NINJ1,ETV5,RHBDF2,NCF1,QRICH1,TMSB4X,CHD2,UMPS,EIF5B,DHX32,TNS3,HES1,TEP1,KLHL8,RFX7,IER3,LIMK1,MAPT,TXNIP,PPM1D,PPA2,LATS2,SH3BP5,ZDHHC7"
"CHEA_gene_set_library_crisp","2100","ESR2","0.0046481792529851455","2.332717132106277","419","234","15","21585","RHOB,CTSD,ACER3,WFS1,JUNB,IER2,KEAP1,LCP1,MARCKS,TNS3,HES1,IFT122,IER3,ELMSAN1,LATS2"
"CHEA_gene_set_library_crisp","8320","EOMES","0.004873947406118173","2.3121191615189383","2455","150","34","21585","ACP5,AXL,ZFAT,ACER3,CSF1R,ID1,GALNS,CTTNBP2NL,ELMO2,VPS37B,SRGAP2,MAN1C1,NUAK2,IER2,DOK2,EPSTI1,ZFP36,RNPEP,SLC12A6,IRF8,ARHGEF2,HPS3,KEAP1,CNPY3,MARCKS,DUSP6,FMNL1,RPS6KA3,HES1,KIF1B,HP1BP3,DCAF5,CNDP1,FBXO34"
"CHEA_gene_set_library_crisp","2099","ESR1","0.004927929037999193","2.3073355546235144","2253","143","31","21585","THBD,FOS,MPPED1,RHOB,SDC3,CTSD,MAF,ST3GAL5,SLC7A8,CTTNBP2NL,VPS37B,JUNB,SRGAP2,IER2,PABPC1,ACTN1,PLD1,NFKBIA,RNPEP,IRF8,XDH,NFE2L1,ARRDC4,PCK1,UMPS,FMNL1,TNS3,USP4,RPS6KA3,HES1,KIF1B"
"CHEA_gene_set_library_crisp","5467","PPARD","0.006144438199798889","2.211517819511631","3765","241","66","21585","SIGLEC5,HMOX1,FOS,GCNT1,RHOB,STX3,EPB41L3,VCAM1,ID1,CEBPD,VPS37B,COTL1,ITGB2,PLD1,GNPDA1,SLC9A1,SLC15A3,PTAFR,TBXAS1,SLC43A2,RSRC2,CAPZA1,TMEM134,QRICH1,CHD2,ARRDC4,ST14,BEST1,PRMT5,VIM,MARCKS,VWA5A,TNS3,RPS6KA3,HES1,KIF1B,DCAF5,KLHL8,GIT2,MAP2K5,IFT122,FAM110A,ARHGDIA,PXN,PCED1B,WRAP53,MAP3K4,ZFP36L1,MALT1,RNASEH2C,LGALS1,SLC20A1,ID2,TM6SF1,DAGLB,SLFN13,CASP2,TXNIP,PPM1D,ELMSAN1,SIRPA,EEF2K,LATS2,SH3BP5,TLE4,ZFP36L2"
"CHEA_gene_set_library_crisp","3172","HNF4A","0.006627651703323376","2.1786403227178868","6491","254","105","21585","HMOX1,CD163,GCNT1,AXL,MPPED1,ZFAT,SDC3,MAF,ACER3,CSF1R,STX3,VCAM1,ID1,ELMO2,CXCL2,VPS37B,TBC1D2B,NUAK2,GLTP,CD74,ITGB2,ACTN1,NFXL1,ARRB2,PLD1,NFKBIA,ZFP36,RNPEP,NCOA4,FKBP5,ARHGEF2,NINJ1,DUSP1,PTAFR,TBXAS1,SLC43A2,CDC42EP2,LIPA,AP1B1,GRN,QRICH1,PPP2CB,CHD2,LCP1,ARRDC4,CNPY3,ST14,STAG2,BEST1,PRMT5,PCK1,DUSP6,UMPS,EIF5B,TNS3,USP4,RPS6KA3,KIF1B,TEP1,KLHL8,CNDP1,RPP30,GIT2,MAP2K5,IFT122,INPP5B,GSN,WAS,PUM2,USP36,PXN,PCED1B,RFX7,RASSF5,PI4KA,IER3,GTF2H5,MAPT,GULP1,PPP4R1,RNASEH2C,SLC20A1,ID2,ABHD12,TCF7L1,DAGLB,SLC44A2,PPM1D,MAP3K11,PPA2,ELMSAN1,GLG1,RAVER1,EEF2K,LATS2,TLE4,TRAPPC4,ZFP36L2,EEPD1,ACTB,GCLC,SNRNP48,SOCS2,AP2B1,AMDHD2"
"CHEA_gene_set_library_crisp","10664","CTCF","0.008216003909724651","2.0853393627443424","1504","256","35","21585","SLC48A1,GCNT1,STX3,CEBPD,CXCL2,SLC9A1,FKBP5,DUSP1,RHBDF2,TMEM134,PPP2CB,STAG2,EIF5B,RPS6KA3,KIF1B,FBXO34,RPP30,PXN,PPP1R9B,ICK,WRAP53,NCOA1,RASSF5,RPL13A,LIMK1,MAPT,GULP1,PTPN7,CASP2,PPA2,SH3BP5,CTSA,AMZ2,BAMBI,LMO2"
"CHEA_gene_set_library_crisp","4089","SMAD4","0.008248353208452066","2.083632750101201","4430","256","78","21585","RGS1,ACP5,FOS,FAM167A,GCNT1,MPPED1,RHOB,SDC3,MAF,ACER3,ST3GAL5,LAPTM5,VCAM1,ID1,TTC28,CXCL2,SRGAP2,MAN1C1,NUAK2,PABPC1,EPSTI1,ACTN1,NFKBIA,ZFP36,SLC12A6,FKBP5,ARHGEF2,CLEC4A,ADRB2,MFAP3,DUSP1,ETV5,TBXAS1,XDH,NFE2L1,ATIC,CHD2,DUSP6,WIPF1,RPS6KA3,DCAF5,FBXO34,MAP2K5,EIF4E,PRTFDC1,LONP2,PXN,RSRP1,PCED1B,RFX7,WRAP53,NCOA1,RASSF5,ZFP36L1,IER3,SNX27,PRKX,GGPS1,CYFIP1,GULP1,PPP4R1,SLC20A1,ID2,ABHD12,TCF7L1,TM6SF1,PPM1D,PPA2,LATS2,SH3BP5,ZFP36L2,ZDHHC7,EEPD1,ACTB,SNRNP48,BAMBI,AP2B1,LMO2"
"CHEA_gene_set_library_crisp","1045","CDX2","0.00833102751101932","2.079301431384821","750","155","16","21585","ID1,MAN1C1,NUAK2,PLD1,IRF8,SLC43A2,AP1B1,ATIC,MED9,ST14,PCK1,SLAMF9,DUSP6,WIPF1,HES1,RCN2"
"CHEA_gene_set_library_crisp","595","CCND1","0.011223565400751987","1.9498691584185313","2027","257","43","21585","FOS,TPP1,WFS1,MAFB,ELMO2,EGR1,IER2,DUSP1,SLC43A2,CDC42EP2,NFE2L1,CAPZA1,GRN,QRICH1,ARRDC4,TCTA,VIM,MARCKS,DUSP6,HNRNPA1,EIF5B,KIF1B,GIT2,IFT122,SARS,ICK,ZFP36L1,CYFIP1,ID2,LRCH4,ACTL6A,PPM1D,MAP3K11,MLX,TRAPPC4,ZFP36L2,ACTB,AMZ2,CTBP1,BAMBI,SOCS2,TRIM27,SF1"
"CHEA_gene_set_library_crisp","4087","SMAD2","0.011232725706024656","1.9495148461027343","1855","204","34","21585","THBD,GPNMB,SYK,ST3GAL5,LAPTM5,ID1,SLC7A8,VPS37B,JUNB,CCDC88B,COTL1,ACTN1,ARRB2,PLD1,NFKBIA,SLC9A1,XDH,NFE2L1,ARRDC4,VIM,DUSP6,DHX32,HES1,IFT122,GSN,EIF4E,PXN,MAP3K4,RASSF5,ZFP36L1,IER3,LIMK1,MALT1,SLC20A1"
"CHEA_gene_set_library_crisp","5885","RAD21","0.01404227493976054","1.8525625279790314","1858","248","39","21585","AXL,RHOB,SDC3,TRADD,CEBPD,MAFB,CXCL2,VPS37B,JUNB,TBC1D2B,NUAK2,GLTP,PLD1,RNPEP,MRGBP,SLC43A2,XDH,AP1B1,GRN,CHD2,ST14,VIM,UMPS,FMNL1,RPP30,TUBGCP2,CLEC10A,ICK,RASSF5,SNX27,ID2,PTPN7,CASP2,PPA2,SEMA4C,MEGF8,LATS2,ZDHHC7,AMZ2"
"CHEA_gene_set_library_crisp","51540","SCLY","0.014072708012164958","1.8516223232065594","1925","66","16","21585","FAM167A,SIGLEC1,ZFAT,SYK,CSF1R,LAPTM5,WFS1,SLC7A8,VPS37B,JUNB,SRGAP2,MAN1C1,CCDC88B,COTL1,PABPC1,EPSTI1"
"CHEA_gene_set_library_crisp","10155","TRIM28","0.01661433946132886","1.7795169203499055","3708","257","67","21585","HMOX1,RHOB,LRRC25,ACER3,PLA2G2D,ID1,TRADD,VPS37B,JUNB,EGR1,IER2,DOK2,ACTN1,ARRB2,RNPEP,GNPDA1,RABL6,DUSP1,HPS3,KEAP1,CHD2,ST14,STAG2,DUSP6,WIPF1,FMNL1,DHX32,HP1BP3,FBXO34,GIT2,MAP2K5,RCN2,TUBGCP2,WAS,COLGALT1,ARHGDIA,PPP1R9B,ICK,MAP3K4,NCOA1,RASSF5,PI4KA,PRKX,LIMK1,CAPN7,MALT1,MAPT,GULP1,RNASEH2C,SLC20A1,ID2,LRCH4,MAP3K11,PPA2,SIRPA,CHERP,DEF8,SH3BP5,TLE4,ZFP36L2,GCLC,BAMBI,SOCS2,AP2B1,TRIM27,LMO2,SF1"
